map{ id = "1_aaa_corrupted_save_map", description = "_corrupted_save_map" }
file{ path = "sprites/npc/woman/woman_16.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_16.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_16.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_16.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_17.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_17.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_17.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_17.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_17.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_17.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_17.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_17.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_18.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_18.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_18.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_18.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_18.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_18.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_18.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_18.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_19.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_19.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_19.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_19.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_19.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_19.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_19.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_19.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_2.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_2.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_2.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_2.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_2.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_2.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_2.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_2.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_3.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_3.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_3.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_3.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_3.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_3.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_3.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_3.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_4.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_4.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_4.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_4.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_4.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_4.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_4.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_4.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_5.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_5.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_5.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_5.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_5.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_5.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_5.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_5.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_6.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_6.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_6.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_6.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_6.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_6.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_6.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_6.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_7.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_7.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_7.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_7.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_7.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_7.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_7.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_7.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_8.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_8.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_8.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_8.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_8.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_8.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_8.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_8.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_9.1.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_9.2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_9.3.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_9.4.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_9.5.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_9.6.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_9.7.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman/woman_9.8.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_1.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_10.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_11.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_12.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_13.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_14.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_15.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_16.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_17.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_18.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_19.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_2.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_3.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_4.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_5.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_6.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_7.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_8.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/npc/woman_9.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/weather", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/weather/leaf.dat", author = "Froggy77", license = "CC-BY-SA 4.0" }
file{ path = "sprites/weather/leaf_2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/weather/rain.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/weather/rain.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "sprites/weather/snow.dat", author = "Diarandor", license = "CC-BY-SA 4.0" }
file{ path = "sprites/weather/snow.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/abysphere_ruins.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/abysphere_ruins.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/bear_catacombs.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/bear_catacombs.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/bear_catacombs_cave.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/bear_catacombs_cave.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/boatdeck.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/boatdeck.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/boulderfield.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/boulderfield.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/cave.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/cave_2.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/cave_2.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/cave_2.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/cave_4.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/cemetery_of_waves.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/cemetery_of_waves.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/dapple.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/dapple.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/dapple.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/drygrass.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/drygrass.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/cave_2.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/cave_3.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/cave_4.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/indoors_cabin.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/indoors_stone.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/light_world.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/oceanheart_outdoors_spring.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/overworld_oakhaven.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/overworld_yarrowmouth.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/temple.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/temple_2.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/entities/temple_yellow.entities.png", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/flintneedle.dat", author = "Max Mraz", license = "All Rights Reserved" }
file{ path = "tilesets/flintneedle.tiles.png", author = "Max Mraz", license = "All Rights Reserved" }
